distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10,abs_derivative:Raw,abs_derivative:Median+Gaussian,abs_derivative:Huber MRF lambda=0.1,abs_derivative:Huber MRF lambda=1,abs_derivative:Huber MRF lambda=10
47,45568.0,46337.97748008141,45639.26704848093,46006.8743315092,46214.24074558946,-312.0,23.824207923818904,-306.821208938014,-204.41762535304224,-44.052364252998814,312.0,23.824207923818904,306.821208938014,204.41762535304224,44.052364252998814
48,45936.0,46353.63872175242,45945.84615405374,46039.657383218946,46202.500418615935,432.0,10.99893192707168,355.8098758415035,84.61174331921211,1.5846939572729752,432.0,10.99893192707168,355.8098758415035,84.61174331921211,1.5846939572729752
49,46432.0,46359.975343935555,46350.886800163935,46176.097818147624,46217.410133504,-64.0,4.362693137394672,-33.84107314655557,8.489344002497091,4.180221563266969,64.0,4.362693137394672,33.84107314655557,8.489344002497091,4.180221563266969
50,45808.0,46362.36410802721,45878.16400776063,46056.63607122394,46210.86086174247,-128.0,2.239133122144267,-88.5870335237305,4.8562886882828025,13.59377132559166,128.0,2.239133122144267,88.5870335237305,4.8562886882828025,13.59377132559166
51,46176.0,46364.453610179844,46173.712733116474,46185.81039552419,46244.59767615519,352.0,2.921468967488181,284.11239093821496,134.07952206234404,37.166698220473336,352.0,2.921468967488181,284.11239093821496,134.07952206234404,37.166698220473336
52,46512.0,46368.20704596218,46446.38878963706,46324.79511534863,46285.194258183416,-96.0,4.906318786663178,-55.37999529411172,45.382277498752956,29.256294937404164,96.0,4.906318786663178,55.37999529411172,45.382277498752956,29.256294937404164
53,45984.0,46374.26624775317,46062.95274252825,46276.574950521695,46303.110266029995,144.0,7.0936149060798925,147.3776115087676,98.06731043391119,33.87152114807759,144.0,7.0936149060798925,147.3776115087676,98.06731043391119,33.87152114807759
54,46800.0,46382.39427577434,46741.14401265459,46520.92973621645,46352.93730047957,280.0,8.85723766641604,247.86138742300318,104.81965380298789,27.473899473552592,280.0,8.85723766641604,247.86138742300318,104.81965380298789,27.473899473552592
55,46544.0,46391.980723086,46558.67551737426,46486.21425812767,46358.0580649771,-120.0,10.021075432498037,-109.09090840905628,-63.60834902495117,-4.176332253613509,120.0,10.021075432498037,109.09090840905628,63.60834902495117,4.176332253613509
56,46560.0,46402.43642663934,46522.96219583648,46393.71303816655,46344.584635972344,-416.0,10.768360130507062,-382.72862273025385,-175.64470087784503,-24.244197206142417,416.0,10.768360130507062,382.72862273025385,175.64470087784503,24.244197206142417
57,45712.0,46413.51744334702,45793.21827191375,46134.92485637198,46309.569670564815,-88.0,11.487968811998144,-82.55800705446381,-47.325753608572995,-5.136481879286293,88.0,11.487968811998144,82.55800705446381,47.325753608572995,5.136481879286293
58,46384.0,46425.412364263335,46357.84618172755,46299.0615309494,46334.31167221377,416.0,12.573823141741741,354.59054152691897,121.66744005211876,22.257585259645566,416.0,12.573823141741741,354.59054152691897,121.66744005211876,22.257585259645566
59,46544.0,46438.6650896305,46502.39935496759,46378.25973647622,46354.084841084106,-96.0,14.297720391346957,-63.45005192202734,-3.671926235070714,10.277410924540163,96.0,14.297720391346957,63.45005192202734,3.671926235070714,10.277410924540163
60,46192.0,46454.00780504603,46230.9460778835,46291.71767847926,46354.86649406285,-80.0,16.710125350749877,-76.72288766658312,-36.68321875732363,8.924977681890596,80.0,16.710125350749877,76.72288766658312,36.68321875732363,8.924977681890596
61,46384.0,46472.085340332,46348.95357963442,46304.89329896157,46371.93479644789,-56.0,19.601905169787642,-57.22460007697009,-26.37773003690745,16.46504220742645,56.0,19.601905169787642,57.22460007697009,26.37773003690745,16.46504220742645
62,46080.0,46493.211615385604,46116.49687772956,46238.962218405446,46387.796578477704,-80.0,22.571278821596934,-49.972313257061614,13.550028646594,31.251610953702766,80.0,22.571278821596934,49.972313257061614,13.550028646594,31.251610953702766
63,46224.0,46517.22789797519,46249.0089531203,46331.99335625476,46434.43801835529,296.0,25.11661522236318,257.5568409922307,147.02781597669673,57.16334079535591,296.0,25.11661522236318,257.5568409922307,147.02781597669673,57.16334079535591
64,46672.0,46543.44484583033,46631.61055971402,46533.01785035884,46502.123260068416,192.0,26.74470418731289,180.6544051638375,131.53341928349982,59.191404716541,192.0,26.74470418731289,180.6544051638375,131.53341928349982,59.191404716541
65,46608.0,46570.71730634982,46610.31776344797,46595.06019482176,46552.820827788375,-40.0,27.080701437087555,-9.703979026191519,55.57244187379911,47.938609109380195,40.0,27.080701437087555,9.703979026191519,55.57244187379911,47.938609109380195
66,46592.0,46597.606248704506,46612.20260166164,46644.16273410644,46598.00047828718,120.0,25.941434467662475,102.89784652184244,75.18390633790113,45.47967441315632,120.0,25.941434467662475,102.89784652184244,75.18390633790113,45.47967441315632
67,46848.0,46622.600175285144,46816.11345649166,46745.42800749756,46643.78017661469,40.0,23.362600915683288,44.478137288322614,49.9792771399043,35.56870715825062,40.0,23.362600915683288,44.478137288322614,49.9792771399043,35.56870715825062
68,46672.0,46644.33145053587,46701.15887623828,46744.121288386246,46669.13789260368,24.0,19.566196216488606,30.83980093802893,34.75392508180812,25.214610619168525,24.0,19.566196216488606,30.83980093802893,34.75392508180812,25.214610619168525
69,46896.0,46661.73256771812,46877.793058367715,46814.93585766118,46694.209397853025,112.0,14.886318125147227,85.59947396799544,30.2824981055237,14.981975142003648,112.0,14.886318125147227,85.59947396799544,30.2824981055237,14.981975142003648
70,46896.0,46674.10408678617,46872.35782417427,46804.686284597294,46699.101842887685,-152.0,9.710506097588222,-123.64611332208005,-55.90643076523702,-4.952462820958317,152.0,9.710506097588222,123.64611332208005,55.90643076523702,4.952462820958317
71,46592.0,46681.1535799133,46630.500831723555,46703.1229961307,46684.30447221111,-48.0,4.3923200843019,-49.35283383293063,-46.00179040124203,-10.182147066021571,48.0,4.3923200843019,49.35283383293063,46.00179040124203,10.182147066021571
72,46800.0,46682.88872695477,46773.65215650841,46712.68270379481,46678.73754875564,40.0,-0.8226068337062316,11.412107326908881,-34.09894043849272,-11.630046017682616,40.0,0.8226068337062316,11.412107326908881,34.09894043849272,11.630046017682616
73,46672.0,46679.508366245886,46653.32504637737,46634.92511525372,46661.04438017574,-256.0,-5.789960129492101,-213.70187824418463,-96.29503091422885,-18.24094957111447,256.0,5.789960129492101,213.70187824418463,96.29503091422885,18.24094957111447
74,46288.0,46671.308806695786,46346.24840002004,46520.09264196635,46642.25564961341,-24.0,-10.441303550476732,-15.834646257120767,1.213847695813456,-1.0759480816559517,24.0,10.441303550476732,15.834646257120767,1.213847695813456,1.0759480816559517
75,46624.0,46658.62575914493,46621.65575386313,46637.352810645345,46658.89248401243,320.0,-14.74965715599319,263.68612315875725,123.93657400166194,18.38145859963697,320.0,14.74965715599319,263.68612315875725,123.93657400166194,18.38145859963697
76,46928.0,46641.8094923838,46873.62064633756,46767.965789969676,46679.01856681269,-56.0,-18.670631688270078,-19.931875837777625,50.59587430917236,7.677011140891409,56.0,18.670631688270078,19.931875837777625,50.59587430917236,7.677011140891409
77,46512.0,46621.28449576839,46581.792002187576,46738.54455926369,46674.246506294214,184.0,-22.09560446609612,171.33338137097235,83.85104892585514,3.340264796235715,184.0,22.09560446609612,171.33338137097235,83.85104892585514,3.340264796235715
78,47296.0,46597.61828345161,47216.2874090795,46935.667887821386,46685.69909640516,152.0,-24.842968491386273,121.73043770637378,16.957272468393057,-19.062455068797135,152.0,24.842968491386273,121.73043770637378,16.957272468393057,19.062455068797135
79,46816.0,46571.59855878562,46825.252877600324,46772.459104200476,46636.12159615662,-384.0,-26.687911311750213,-344.7701434775772,-184.9792315206687,-58.57142044070497,384.0,26.687911311750213,344.7701434775772,184.9792315206687,58.57142044070497
80,46528.0,46544.24246082811,46526.74712212435,46565.70942478005,46568.55625552375,-336.0,-27.413821076417662,-304.77014485425025,-187.8949670304064,-65.53752785668621,336.0,27.413821076417662,304.77014485425025,187.8949670304064,65.53752785668621
81,46144.0,46516.770916632784,46215.71258789182,46396.66917013966,46505.04654044325,152.0,-26.869398209913925,112.01730372609381,-42.7056695705578,-45.45738805833753,152.0,26.869398209913925,112.01730372609381,42.7056695705578,45.45738805833753
82,46832.0,46490.50366440828,46750.781729576534,46480.29808563893,46477.64147940707,-128.0,-25.04052500333637,-127.93879063125496,-92.22204168126336,-45.12298706582442,128.0,25.04052500333637,127.93879063125496,92.22204168126336,45.12298706582442
83,45888.0,46466.68986662611,45959.83500662931,46212.225086777136,46414.8005663116,-248.0,-22.06228123812616,-239.34400810151783,-105.96045547322501,-36.50088477988902,248.0,22.06228123812616,239.34400810151783,105.96045547322501,36.50088477988902
84,46336.0,46446.37910193203,46272.0937133735,46268.37717469248,46404.639709847295,-8.0,-18.19703856290289,-7.272726388298906,22.340675261584693,-6.728870971943252,8.0,18.19703856290289,7.272726388298906,22.340675261584693,6.728870971943252
85,45872.0,46430.295789500306,45945.289553852715,46256.906437300306,46401.34282436771,376.0,-13.794531772171467,370.98190770967267,180.9824812579791,23.17025573880528,376.0,13.794531772171467,370.98190770967267,180.9824812579791,23.17025573880528
86,47088.0,46418.790038387684,47014.057528792844,46630.34213720844,46450.980221324906,408.0,-9.216879596100625,367.7173209374632,144.60676851235257,17.786408023435797,408.0,9.216879596100625,367.7173209374632,144.60676851235257,17.786408023435797
87,46688.0,46411.862030308104,46680.72419572764,46546.11997432501,46436.91564041458,-440.0,-4.764062608293898,-397.3908622680174,-155.16217572092137,-26.618798889590835,440.0,4.764062608293898,397.3908622680174,155.16217572092137,26.618798889590835
88,46208.0,46409.261913171096,46219.27580425681,46320.0177857666,46397.742623545724,-416.0,-0.6240489916053775,-377.3908623457428,-170.09329567511304,-29.685885691571457,416.0,0.6240489916053775,377.3908623457428,170.09329567511304,29.685885691571457
89,45856.0,46410.61393232489,45925.942471036156,46205.933382974785,46377.54386903144,176.0,3.142636520198721,167.39086240208053,60.88228869558225,5.878438937284955,176.0,3.142636520198721,167.39086240208053,60.88228869558225,5.878438937284955
90,46560.0,46415.547186211494,46554.05752906097,46441.78236315776,46409.499501420294,560.0,6.576226145683904,487.39086288769977,176.74016176185614,24.43060745987168,560.0,6.576226145683904,487.39086288769977,176.74016176185614,24.43060745987168
91,46976.0,46423.76638461626,46900.724196811556,46559.4137064985,46426.405083951184,-344.0,9.760823153661477,-300.4196292066881,-90.66180341001746,-10.574163271554426,344.0,9.760823153661477,300.4196292066881,90.66180341001746,10.574163271554426
92,45872.0,46435.06883251882,45953.218270647594,46260.45875633773,46388.351174877185,-224.0,12.766268048530037,-222.2897781696738,-104.72557199190851,-12.23635033013852,224.0,12.766268048530037,222.2897781696738,104.72557199190851,12.23635033013852
93,46528.0,46449.29892071332,46456.14464047221,46349.96256251468,46401.93238329091,112.0,15.587430588271673,95.23205844438417,0.4850874342919269,7.277827578269353,112.0,15.587430588271673,95.23205844438417,0.4850874342919269,7.277827578269353
94,46096.0,46466.24369369536,46143.68238753636,46261.42893120631,46402.906830033724,-112.0,18.118788921183295,-74.05031525405138,-5.819165705208434,16.31978824450198,112.0,18.118788921183295,74.05031525405138,5.819165705208434,16.31978824450198
95,46304.0,46485.53649855569,46308.044009964105,46338.32423110426,46434.57195977991,224.0,20.163487202153192,184.5816722482523,94.05741545007913,38.19372773518262,224.0,20.163487202153192,184.5816722482523,94.05741545007913,38.19372773518262
96,46544.0,46506.57066809967,46512.84573203287,46449.54376210647,46479.29428550409,40.0,21.471335865469882,49.03038223308613,63.991412055445835,41.48703999938152,40.0,21.471335865469882,49.03038223308613,63.991412055445835,41.48703999938152
97,46384.0,46528.47917028663,46406.10477443028,46466.307055215155,46517.546039778674,-16.0,21.807141617668094,3.78291454878854,57.91682071625837,44.92905626352149,16.0,21.807141617668094,3.78291454878854,57.91682071625837,44.92905626352149
98,46512.0,46550.184951335,46520.411561130444,46565.37740353899,46569.15239803113,160.0,21.022916925216123,156.36459235237635,125.75905009332564,54.4639781540136,160.0,21.022916925216123,156.36459235237635,125.75905009332564,54.4639781540136
99,46704.0,46570.52500413706,46718.83395913503,46717.825155401806,46626.4739960867,304.0,19.108644975061907,272.5921936797422,159.36032956371855,53.445297859900165,304.0,19.108644975061907,272.5921936797422,159.36032956371855,53.445297859900165
100,47120.0,46588.40224128513,47065.59594848993,46884.098062666424,46676.04299375093,88.0,16.209755522755586,74.74173180455182,48.32193859783001,27.371147351783293,88.0,16.209755522755586,74.74173180455182,48.32193859783001,27.371147351783293
101,46880.0,46602.94451518257,46868.317422744134,46814.469032597466,46681.21629079027,-304.0,12.633562726336095,-255.69141202512765,-102.39451377022124,-4.76588842115234,304.0,12.633562726336095,255.69141202512765,102.39451377022124,4.76588842115234
102,46512.0,46613.6693667378,46554.21312443967,46679.30903512598,46666.51121690863,-120.0,8.794645560050412,-103.03867610611269,-51.505479908493726,-6.979513036210847,120.0,8.794645560050412,103.03867610611269,51.505479908493726,6.979513036210847
103,46640.0,46620.53380630267,46662.24007053191,46711.45807278048,46667.257264717846,272.0,5.14259430220045,219.22729875179357,67.87807404473278,2.1089110451102897,272.0,5.14259430220045,219.22729875179357,67.87807404473278,2.1089110451102897
104,47056.0,46623.9545553422,46992.66772194326,46815.06518321545,46670.72903899885,16.0,2.098566216758627,13.766261127668258,-16.860297957304283,-15.79177376905136,16.0,2.098566216758627,13.766261127668258,16.860297957304283,15.79177376905136
105,46672.0,46624.73093873619,46689.772592787245,46677.73747686587,46635.67371717974,-232.0,-0.011526093254360603,-214.03216521978175,-134.45896791663836,-36.87163596012033,232.0,0.011526093254360603,214.03216521978175,134.45896791663836,36.87163596012033
106,46592.0,46623.93150315569,46564.6033915037,46546.14724738217,46596.98576707861,-288.0,-1.0060891963876202,-262.1522437650565,-154.51660579261807,-38.43866174720824,288.0,1.0060891963876202,262.1522437650565,154.51660579261807,38.43866174720824
107,46096.0,46622.718760343414,46165.46810525713,46368.704265280634,46558.79639368533,-56.0,-0.8687894655158743,-51.79475996090332,-41.09084946121948,-15.04955370901007,56.0,0.8687894655158743,51.79475996090332,41.09084946121948,15.04955370901007
108,46480.0,46622.19392422466,46461.01387158189,46463.96554845973,46566.88665966059,240.0,0.2559791650455736,200.61512423419845,87.24405740896327,12.434598958287097,240.0,0.2559791650455736,200.61512423419845,87.24405740896327,12.434598958287097
109,46576.0,46623.230718673505,46566.69835372553,46543.19238009856,46583.6655916019,40.0,2.099398871025187,59.176250771270134,62.82302168810929,17.162211521412246,40.0,2.099398871025187,59.176250771270134,62.82302168810929,17.162211521412246
110,46560.0,46626.39272196671,46579.36637312443,46589.61159183595,46601.21108270341,128.0,4.317959417494421,109.49988502103588,61.22500765536461,19.606045236680075,128.0,4.317959417494421,109.49988502103588,61.22500765536461,19.606045236680075
111,46832.0,46631.866637508494,46785.6981237676,46665.64239540929,46622.87768207526,-24.0,6.530340536970471,-25.177630518839578,-7.147998722011835,11.21048347561009,24.0,6.530340536970471,25.177630518839578,7.147998722011835,11.21048347561009
112,46512.0,46639.45340304065,46529.01111208675,46575.31559439193,46623.63204965463,-208.0,8.399841287271556,-171.63145124707444,-58.66900382140739,6.335970062104025,208.0,8.399841287271556,171.63145124707444,58.66900382140739,6.335970062104025
113,46416.0,46648.66632008304,46442.43522127345,46548.304387766475,46635.54962219947,48.0,9.682750302705244,45.60021555393905,39.14098725779331,22.89505365481091,48.0,9.682750302705244,45.60021555393905,39.14098725779331,22.89505365481091
114,46608.0,46658.81890364606,46620.21154319463,46653.59756890751,46669.422156964254,272.0,10.249361048514402,238.83403789431395,128.09196559478733,36.94364261299779,272.0,10.249361048514402,238.83403789431395,128.09196559478733,36.94364261299779
115,46960.0,46669.165042180066,46920.10329706208,46804.48831895605,46709.436907425465,104.0,10.122606187331257,100.40823917786838,73.13490952656866,27.486595832484454,104.0,10.122606187331257,100.40823917786838,73.13490952656866,27.486595832484454
116,46816.0,46679.06411602072,46821.028021550366,46799.86738796065,46724.39534862922,-96.0,9.469442670357239,-73.93516775990065,-12.687237015077699,10.37820863521847,96.0,9.469442670357239,73.93516775990065,12.687237015077699,10.37820863521847
117,46768.0,46688.10392752078,46772.23296154228,46779.113844925894,46730.1933246959,-24.0,8.577506575697043,-27.63025229670893,-15.196620571812673,3.9076423014739703,24.0,8.577506575697043,27.63025229670893,15.196620571812673,3.9076423014739703
118,46768.0,46696.21912917212,46765.76751695695,46769.474146817025,46732.21063323217,-24.0,7.801957391395263,-17.6278598005847,-8.902624700349406,0.2278401978801412,24.0,7.801957391395263,17.6278598005847,8.902624700349406,0.2278401978801412
119,46720.0,46703.70784230357,46736.97724194111,46761.308595525195,46730.64900509166,72.0,7.484239984787564,56.0959346897107,12.488746470764454,-1.0291778859282203,72.0,7.484239984787564,56.0959346897107,12.488746470764454,1.0291778859282203
120,46912.0,46711.18760914169,46877.95938633637,46794.451639758554,46730.152277460315,-32.0,7.885992274201271,-29.22092392290142,-25.631135887368146,-9.589113758331223,32.0,7.885992274201271,29.22092392290142,25.631135887368146,9.589113758331223
121,46656.0,46719.47982685197,46678.53539409531,46710.04632375046,46711.470777575,-96.0,9.114673945623508,-86.7470217645241,-57.382154132861615,-15.907961006567348,96.0,9.114673945623508,86.7470217645241,57.382154132861615,15.907961006567348
122,46720.0,46729.41695703294,46704.46534280732,46679.68733149283,46698.33635544718,-48.0,11.073513998417184,-51.74333725135875,-50.51532651121306,-14.217604355457297,48.0,11.073513998417184,51.74333725135875,50.51532651121306,14.217604355457297
123,46560.0,46741.62685484881,46575.04871959259,46609.01567072803,46683.035568864085,-48.0,13.463014222688798,-54.17302525179912,-46.16382540078121,-9.14900813989152,48.0,13.463014222688798,54.17302525179912,46.16382540078121,9.14900813989152
124,46624.0,46756.34298547832,46596.11929230372,46587.35968069127,46680.0383391674,-144.0,15.806092454196914,-118.33296577025976,-39.97614969113056,-0.19531273832035367,144.0,15.806092454196914,118.33296577025976,39.97614969113056,0.19531273832035367
125,46272.0,46773.2390397572,46338.38278805207,46529.06337134577,46682.644943387444,160.0,17.520816388245294,143.06207450657166,70.23537632739317,23.138851389423507,160.0,17.520816388245294,143.06207450657166,70.23537632739317,23.138851389423507
126,46944.0,46791.38461825481,46882.24344131687,46727.830433346055,46726.316041946244,192.0,18.045352333883784,166.19322135126276,90.68227867330643,32.78690065610863,192.0,18.045352333883784,166.19322135126276,90.68227867330643,32.78690065610863
127,46656.0,46809.32974442497,46670.769230754595,46710.427928692385,46748.21874469966,-192.0,16.943278056070994,-137.62805678930818,9.811459692518838,26.513639988399518,192.0,16.943278056070994,137.62805678930818,9.811459692518838,26.513639988399518
128,46560.0,46825.27117436695,46606.98732773825,46747.45335273109,46779.34332192304,240.0,14.005505711993465,213.36920930492488,130.75210040425736,42.09174331953545,240.0,14.005505711993465,213.36920930492488,130.75210040425736,42.09174331953545
129,47136.0,46837.340755848956,47097.507649364445,46971.9321295009,46832.40223133873,280.0,9.325952427538141,255.8440948183852,142.44484152025325,37.8790209826293,280.0,9.325952427538141,255.8440948183852,142.44484152025325,37.8790209826293
130,47120.0,46843.923079222026,47118.67551737502,47032.3430357716,46855.1013638883,16.0,3.312898049473006,14.54545488569056,16.582424156498746,9.454200743977708,16.0,3.312898049473006,14.54545488569056,16.582424156498746,9.454200743977708
131,47168.0,46843.9665519479,47126.598559135826,47005.0969778139,46851.31063282669,-232.0,-3.3698524781393644,-211.5274178257023,-108.69756905074973,-19.62519942027575,232.0,3.3698524781393644,211.5274178257023,108.69756905074973,19.62519942027575
132,46656.0,46837.18337426575,46695.620681723616,46814.9478976701,46815.85096504775,-256.0,-9.908440969062212,-220.4312135284963,-110.67513130875159,-27.46711952654732,256.0,9.908440969062212,220.4312135284963,110.67513130875159,27.46711952654732
133,46656.0,46824.14967000978,46685.73613207883,46783.746715196394,46796.37639377359,176.0,-15.47953569173842,138.79611074936474,32.67217512449133,-12.455751585483085,176.0,15.47953569173842,138.79611074936474,32.67217512449133,12.455751585483085
134,47008.0,46806.22430288227,46973.212903222346,46880.29224791908,46790.939461876784,128.0,-19.414330864598014,113.5412872552588,32.691656682225585,-16.289958802964975,128.0,19.414330864598014,113.5412872552588,32.691656682225585,16.289958802964975
135,46912.0,46785.32100828058,46912.81870658935,46849.130028560845,46763.79647616766,-56.0,-21.32689773488528,-56.30066368626285,-62.5972050778073,-34.55316190074154,56.0,21.32689773488528,56.30066368626285,62.5972050778073,34.55316190074154
136,46896.0,46763.5705074125,46860.61157584982,46755.09783776347,46721.8331380753,-272.0,-21.182096717489912,-254.59139784912986,-164.48327191565113,-50.67168118859627,272.0,21.182096717489912,254.59139784912986,164.48327191565113,50.67168118859627
137,46368.0,46742.9568148456,46403.63591089109,46520.16348472954,46662.45311379047,-272.0,-19.29849034270228,-253.35396414457136,-158.8526106691461,-44.65736859530443,272.0,19.29849034270228,253.35396414457136,158.8526106691461,44.65736859530443
138,46352.0,46724.973526727095,46353.90364756068,46437.392616425175,46632.51840088469,-40.0,-16.270081474671315,-40.214025527024205,-40.074560091787134,-15.908792861544498,40.0,16.270081474671315,40.214025527024205,40.074560091787134,15.908792861544498
139,46288.0,46710.41665189626,46323.20785983704,46440.01436454597,46630.63552806738,168.0,-12.818860947136272,145.34351146155677,78.62893039378105,15.248903586056258,168.0,12.818860947136272,145.34351146155677,78.62893039378105,15.248903586056258
140,46688.0,46699.33580483282,46644.59067048379,46594.65047721274,46663.016208056804,96.0,-9.621096800477972,104.33616306570184,107.96135127313755,31.131490392264823,96.0,9.621096800477972,104.33616306570184,107.96135127313755,31.131490392264823
141,46480.0,46691.1744582953,46531.880185968446,46655.93706709224,46692.89850885191,200.0,-7.152038919080951,198.28932649465787,149.25512342562797,40.52722623770387,200.0,7.152038919080951,198.28932649465787,149.25512342562797,40.52722623770387
142,47088.0,46685.03172699466,47041.16932347311,46893.16072406399,46744.07066053221,248.0,-5.581675018580427,223.5368737023964,139.80401900374636,33.975684706911125,248.0,5.581675018580427,223.5368737023964,139.80401900374636,33.975684706911125
143,46976.0,46680.01110825814,46978.95393337324,46935.545105099736,46760.84987826573,-88.0,-4.755114509353007,-47.44572323365719,22.156933585611114,6.021711646808399,88.0,4.755114509353007,47.44572323365719,22.156933585611114,6.021711646808399
144,46912.0,46675.521497975955,46946.27787700579,46937.474591235215,46756.11408382583,176.0,-4.266721301984944,138.7133286614917,14.666781753090618,-12.530090248616034,176.0,4.266721301984944,138.7133286614917,14.666781753090618,12.530090248616034
145,47328.0,46671.47766565417,47256.38059069622,46964.87866860592,46735.7896977685,-208.0,-3.591267181076546,-210.21846434334293,-154.1565883263429,-49.93490116890098,208.0,3.591267181076546,210.21846434334293,154.1565883263429,49.93490116890098
146,46496.0,46668.3389636138,46525.840948319106,46629.16141458253,46656.24428148803,-440.0,-2.259129816058703,-419.1107692666883,-269.1365467321193,-71.53320220607202,440.0,2.259129816058703,419.1107692666883,269.1365467321193,71.53320220607202
147,46448.0,46666.959406022055,46418.159052162846,46426.60557514168,46592.72329335636,-416.0,-0.006151201694592601,-390.311336599927,-213.25305187001504,-56.28482346385499,416.0,0.006151201694592601,390.311336599927,213.25305187001504,56.28482346385499
148,45664.0,46668.32666121041,45745.21827511925,46202.6553108425,46543.67463456032,200.0,3.1355139571423933,179.04539916487192,45.37739112207419,-5.064927068022371,200.0,3.1355139571423933,179.04539916487192,45.37739112207419,5.064927068022371
149,46848.0,46673.23043393634,46776.24985049259,46517.36035738583,46582.59343922031,376.0,6.833106751262676,359.8107284819489,149.38522523623396,25.648476621012378,376.0,6.833106751262676,359.8107284819489,149.38522523623396,25.648476621012378
150,46416.0,46681.99287471294,46464.83973208315,46501.42576131497,46594.97158780234,-80.0,10.516808081389172,-67.21145799368605,26.778284586631344,21.326727972144,80.0,10.516808081389172,67.21145799368605,26.778284586631344,21.326727972144
151,46688.0,46694.26405009912,46641.82693450522,46570.91692655909,46625.2468951646,-64.0,13.502303871333424,-53.87812505185502,10.949628523663705,27.13765212049111,64.0,13.502303871333424,53.87812505185502,10.949628523663705,27.13765212049111
152,46288.0,46708.997482455605,46357.08348197944,46523.325018362295,46649.246892043324,88.0,15.158043099709175,83.70587023951157,70.07060098434886,42.06234148089061,88.0,15.158043099709175,83.70587023951157,70.07060098434886,42.06234148089061
153,46864.0,46724.58013629854,46809.23867498424,46711.05812852779,46709.37157812638,168.0,15.046354873138625,155.3166550579008,111.26217442939014,52.39326498937589,168.0,15.046354873138625,155.3166550579008,111.26217442939014,52.39326498937589
154,46624.0,46739.09019220188,46667.71679209524,46745.849367221075,46754.033422022076,64.0,13.025044863068615,77.06207758719393,95.71592230382885,51.16351499679513,64.0,13.025044863068615,77.06207758719393,95.71592230382885,51.16351499679513
155,46992.0,46750.630226024674,46963.36283015863,46902.489973135445,46811.69860811997,168.0,9.28564871330309,152.46018885654485,111.88559248208912,48.65011650389715,168.0,9.28564871330309,152.46018885654485,111.88559248208912,48.65011650389715
156,46960.0,46757.66148962849,46972.63716980833,46969.62055218525,46851.33365502987,72.0,4.3225464163697325,72.46018869136242,71.94085514243488,34.201729661392164,72.0,4.3225464163697325,72.46018869136242,71.94085514243488,34.201729661392164
157,47136.0,46759.27531885741,47108.28320754135,47046.371683420315,46880.10206744276,-24.0,-1.1533475823671324,-2.9379245602140145,31.936972945222806,15.973515785022755,24.0,1.1533475823671324,2.9379245602140145,31.936972945222806,15.973515785022755
158,46912.0,46755.354794463754,46966.7613206879,47033.4944980757,46883.280686599915,200.0,-6.345004345912457,173.24926301597588,47.87006369323353,1.7426534871519834,200.0,6.345004345912457,173.24926301597588,47.87006369323353,1.7426534871519834
159,47536.0,46746.58531016559,47454.781733573305,47142.11181080678,46883.58737441706,-96.0,-10.492248374168412,-107.32266678175802,-88.32678186552585,-32.31394346199886,96.0,10.492248374168412,107.32266678175802,88.32678186552585,32.31394346199886
160,46720.0,46734.37029771542,46752.11598712439,46856.84093434465,46818.65279967592,-432.0,-12.992201827899407,-393.7986097232024,-216.85040928981107,-60.001934757347044,432.0,12.992201827899407,393.7986097232024,216.85040928981107,60.001934757347044
161,46672.0,46720.60090650979,46667.1845141269,46708.41099222716,46763.583504902366,-96.0,-13.499809330984135,-109.0089023629771,-130.22444600390736,-50.49011952843284,96.0,13.499809330984135,109.0089023629771,130.22444600390736,50.49011952843284
162,46528.0,46707.37067905345,46534.09818239843,46596.39204233683,46717.67256061905,-112.0,-11.958846785219066,-102.59541973629894,-77.82292872191465,-36.42731625236047,112.0,11.958846785219066,102.59541973629894,77.82292872191465,36.42731625236047
163,46448.0,46696.68321293935,46461.9936746543,46552.76513478333,46690.728872397645,-16.0,-8.59209173059935,-2.136134472628328,8.75565983816341,-14.807244601524872,16.0,8.59209173059935,2.136134472628328,8.75565983816341,14.807244601524872
164,46496.0,46690.18649559225,46529.825913453176,46613.90336201316,46688.058071416,328.0,-3.8685205748588487,283.08930021545166,120.08990823641216,6.932102589154965,328.0,3.8685205748588487,283.08930021545166,120.08990823641216,6.932102589154965
165,47104.0,46688.946171789634,47028.172275085206,46792.944951256155,46704.593077575955,88.0,1.5735540943132946,73.08024290736648,23.514064871069422,-3.4353399612482463,88.0,1.5735540943132946,73.08024290736648,23.514064871069422,3.4353399612482463
166,46672.0,46693.33360378088,46675.98639926791,46660.9314917553,46681.187391493506,-400.0,7.017354989289743,-332.2538794777647,-137.54771362321117,-22.94631650777228,400.0,7.017354989289743,332.2538794777647,137.54771362321117,22.94631650777228
167,46304.0,46702.98088176821,46363.66451612968,46517.84952400973,46658.70044456041,16.0,11.743169952984317,-13.999302489854017,-36.15720574069201,-4.751924705076817,16.0,11.743169952984317,13.999302489854017,36.15720574069201,4.751924705076817
